LineID,OrderID,SKU,Quantity,UnitPrice,Discount,LineTotal
558,5147,SKU1020,3,5.5,0.15,14.03
559,5147,SKU1019,1,6.1,0.0,6.1
560,5147,SKU1023,2,8.4,0.1,15.12
561,5148,SKU1011,6,6.95,0.05,39.62
562,5148,SKU1010,2,8.9,0.0,17.8
563,5148,SKU1010,2,8.9,0.15,15.13
564,5149,SKU1018,1,4.3,0.15,3.65
565,5149,SKU1005,4,3.85,0.0,15.4
566,5149,SKU1019,2,6.1,0.0,12.2
567,5149,SKU1024,3,7.3,0.0,21.9
568,5149,SKU1007,2,6.2,0.0,12.4
569,5150,SKU1012,1,2.35,0.0,2.35
570,5150,SKU1025,3,9.8,0.0,29.4
571,5150,SKU1008,2,2.8,0.05,5.32
572,5150,SKU1020,2,5.5,0.0,11.0
573,5150,SKU1005,1,3.85,0.0,3.85
574,5150,SKU1010,2,8.9,0.0,17.8
575,5151,SKU1001,3,3.2,0.05,9.12
576,5151,SKU1014,6,3.3,0.0,19.8
577,5151,SKU1012,1,2.35,0.0,2.35
578,5151,SKU1021,6,4.8,0.0,28.8
579,5152,SKU1025,2,9.8,0.1,17.64
580,5152,SKU1015,6,5.6,0.0,33.6
581,5153,SKU1025,1,9.8,0.1,8.82
582,5153,SKU1014,3,3.3,0.1,8.91
583,5154,SKU1008,1,2.8,0.0,2.8
584,5155,SKU1021,2,4.8,0.0,9.6
585,5155,SKU1006,3,5.4,0.1,14.58
586,5155,SKU1003,3,5.95,0.05,16.96
587,5155,SKU1020,2,5.5,0.0,11.0
588,5155,SKU1012,3,2.35,0.15,5.99
589,5155,SKU1010,1,8.9,0.1,8.01
590,5156,SKU1021,1,4.8,0.0,4.8
591,5156,SKU1022,2,9.2,0.0,18.4
592,5156,SKU1009,3,3.4,0.0,10.2
593,5157,SKU1014,1,3.3,0.05,3.13
594,5157,SKU1009,1,3.4,0.0,3.4
595,5157,SKU1004,1,3.5,0.0,3.5
596,5157,SKU1011,1,6.95,0.15,5.91
597,5157,SKU1021,1,4.8,0.0,4.8
598,5159,SKU1004,4,3.5,0.0,14.0
599,5159,SKU1014,1,3.3,0.05,3.13
600,5159,SKU1018,4,4.3,0.0,17.2
601,5160,SKU1003,1,5.95,0.15,5.06
602,5160,SKU1007,1,6.2,0.0,6.2
603,5160,SKU1008,2,2.8,0.0,5.6
604,5161,SKU1019,2,6.1,0.15,10.37
605,5161,SKU1004,1,3.5,0.05,3.32
606,5161,SKU1010,1,8.9,0.0,8.9
607,5161,SKU1017,2,11.5,0.0,23.0
608,5162,SKU1006,2,5.4,0.0,10.8
609,5162,SKU1019,1,6.1,0.0,6.1
610,5162,SKU1014,1,3.3,0.0,3.3
611,5163,SKU1002,3,2.9,0.0,8.7
612,5163,SKU1019,6,6.1,0.0,36.6
613,5163,SKU1009,3,3.4,0.0,10.2
614,5163,SKU1014,2,3.3,0.0,6.6
615,5163,SKU1020,4,5.5,0.0,22.0
616,5163,SKU1024,1,7.3,0.15,6.21
617,5164,SKU1016,1,11.9,0.0,11.9
618,5164,SKU1021,1,4.8,0.1,4.32
619,5164,SKU1022,1,9.2,0.0,9.2
620,5164,SKU1024,1,7.3,0.15,6.21
621,5164,SKU1011,2,6.95,0.0,13.9
622,5164,SKU1009,2,3.4,0.1,6.12
623,5165,SKU1017,2,11.5,0.15,19.55
624,5166,SKU1019,3,6.1,0.0,18.3
625,5166,SKU1023,2,8.4,0.15,14.28
626,5166,SKU1004,1,3.5,0.0,3.5
627,5166,SKU1012,1,2.35,0.0,2.35
628,5166,SKU1014,1,3.3,0.0,3.3
629,5167,SKU1006,1,5.4,0.0,5.4
630,5167,SKU1014,3,3.3,0.1,8.91
631,5167,SKU1022,6,9.2,0.0,55.2
632,5167,SKU1013,2,2.1,0.05,3.99
633,5168,SKU1009,2,3.4,0.0,6.8
634,5168,SKU1022,2,9.2,0.15,15.64
635,5168,SKU1020,2,5.5,0.0,11.0
636,5168,SKU1020,1,5.5,0.0,5.5
637,5168,SKU1011,2,6.95,0.05,13.21
638,5169,SKU1009,1,3.4,0.0,3.4
639,5169,SKU1025,1,9.8,0.05,9.31
640,5169,SKU1013,1,2.1,0.0,2.1
641,5169,SKU1001,1,3.2,0.15,2.72
642,5170,SKU1009,1,3.4,0.05,3.23
643,5170,SKU1022,1,9.2,0.05,8.74
644,5170,SKU1024,1,7.3,0.0,7.3
645,5171,SKU1013,2,2.1,0.05,3.99
646,5171,SKU1015,2,5.6,0.0,11.2
647,5171,SKU1020,1,5.5,0.1,4.95
648,5171,SKU1011,1,6.95,0.1,6.25
649,5171,SKU1020,12,5.5,0.0,66.0
650,5172,SKU1015,2,5.6,0.15,9.52
651,5172,SKU1023,2,8.4,0.05,15.96
652,5172,SKU1016,4,11.9,0.0,47.6
653,5172,SKU1023,2,8.4,0.05,15.96
654,5173,SKU1004,1,3.5,0.0,3.5
655,5174,SKU1007,1,6.2,0.0,6.2
656,5174,SKU1005,2,3.85,0.0,7.7
657,5174,SKU1016,1,11.9,0.05,11.3
658,5174,SKU1004,1,3.5,0.0,3.5
659,5174,SKU1017,2,11.5,0.1,20.7
660,5175,SKU1009,6,3.4,0.0,20.4
661,5175,SKU1001,1,3.2,0.0,3.2
662,5175,SKU1012,4,2.35,0.15,7.99
663,5175,SKU1024,1,7.3,0.0,7.3
664,5175,SKU1021,3,4.8,0.0,14.4
665,5176,SKU1013,6,2.1,0.1,11.34
666,5176,SKU1002,3,2.9,0.0,8.7
667,5176,SKU1001,2,3.2,0.15,5.44
668,5176,SKU1012,1,2.35,0.1,2.12
669,5176,SKU1007,2,6.2,0.15,10.54
670,5176,SKU1022,1,9.2,0.0,9.2
671,5177,SKU1012,1,2.35,0.0,2.35
672,5177,SKU1001,1,3.2,0.0,3.2
673,5178,SKU1023,6,8.4,0.05,47.88
674,5178,SKU1001,2,3.2,0.15,5.44
675,5178,SKU1006,3,5.4,0.1,14.58
676,5178,SKU1025,1,9.8,0.0,9.8
677,5178,SKU1007,1,6.2,0.05,5.89
678,5178,SKU1019,3,6.1,0.0,18.3
679,5179,SKU1004,1,3.5,0.15,2.98
680,5180,SKU1012,2,2.35,0.15,4.0
681,5180,SKU1017,2,11.5,0.0,23.0
682,5180,SKU1002,2,2.9,0.0,5.8
683,5180,SKU1008,3,2.8,0.0,8.4
684,5180,SKU1019,2,6.1,0.15,10.37
685,5180,SKU1008,3,2.8,0.0,8.4
